contract_id,award_date,vendor_name,obligated_amount,agency_name,pop_state,source_file,fiscal_year
C-996879,2017-06-15,Marina Holdings,5603669,,,bench_norm_10000,2017
C-888943,2011-07-30,Marina Holdings,1391551,,,bench_norm_10000,2011
C-753260,2012-02-10,Marina Holdings,1180637,,,bench_norm_10000,2012
C-242498,2016-01-01,Marina Holdings,5521427,,,bench_norm_10000,2016
C-951333,2014-05-24,Acme Corp,1725418,,,bench_norm_10000,2014
C-803372,2010-12-13,Acme Corp,6312299,,,bench_norm_10000,2011
C-542507,2018-10-06,Universal Contractors,5255192,,,bench_norm_10000,2019
C-919657,2010-01-30,Bajos LLC,4105892,,,bench_norm_10000,2010
C-867293,2010-08-27,Construcciones PR,3047319,,,bench_norm_10000,2010
C-440754,2012-08-27,Universal Contractors,4010459,,,bench_norm_10000,2012
C-526832,2016-03-01,Acme Corp,4083396,,,bench_norm_10000,2016
C-495023,2019-01-07,Island Builders,8902458,,,bench_norm_10000,2019
C-586012,2012-03-11,Tech Solutions,4874156,,,bench_norm_10000,2012
C-855943,2012-06-23,Island Builders,2107858,,,bench_norm_10000,2012
C-626873,2018-06-13,Global Supply,1394465,,,bench_norm_10000,2018
C-108732,2014-01-28,Island Builders,392410,,,bench_norm_10000,2014
C-504066,2017-07-25,Tech Solutions,1231336,,,bench_norm_10000,2017
C-708481,2013-12-28,Bajos LLC,8540379,,,bench_norm_10000,2014
C-936903,2010-07-15,Island Builders,9611048,,,bench_norm_10000,2010
C-743984,2014-01-20,Universal Contractors,1350627,,,bench_norm_10000,2014
C-951272,2014-10-19,Island Builders,3194869,,,bench_norm_10000,2015
C-471415,2013-11-14,Acme Corp,7455759,,,bench_norm_10000,2014
C-465065,2018-12-19,Marina Holdings,3754250,,,bench_norm_10000,2019
C-555089,2014-10-04,Servicios Unidos,2211764,,,bench_norm_10000,2015
C-121193,2011-04-26,Servicios Unidos,7292107,,,bench_norm_10000,2011
C-090127,2015-11-26,Servicios Unidos,9139120,,,bench_norm_10000,2016
C-486894,2016-10-09,Bajos LLC,5875232,,,bench_norm_10000,2017
C-415287,2015-07-22,Global Supply,9722501,,,bench_norm_10000,2015
C-916137,2012-08-07,Construcciones PR,9657375,,,bench_norm_10000,2012
C-777685,2019-10-13,Servicios Unidos,7204447,,,bench_norm_10000,2020
C-484326,2012-06-06,Acme Corp,9489960,,,bench_norm_10000,2012
C-144255,2010-04-24,Island Builders,8491477,,,bench_norm_10000,2010
C-322127,2019-10-25,Island Builders,7029812,,,bench_norm_10000,2020
C-259417,2016-09-20,Tech Solutions,2352023,,,bench_norm_10000,2016
C-555802,2011-01-21,Construcciones PR,2957637,,,bench_norm_10000,2011
C-305095,2014-03-31,Bajos LLC,9473329,,,bench_norm_10000,2014
C-136907,2012-09-19,Universal Contractors,4616006,,,bench_norm_10000,2012
C-286256,2010-09-29,Construcciones PR,9712094,,,bench_norm_10000,2010
C-192986,2016-06-24,Servicios Unidos,786615,,,bench_norm_10000,2016
C-824508,2018-08-06,Global Supply,5999162,,,bench_norm_10000,2018
C-149356,2011-01-24,Construcciones PR,3511026,,,bench_norm_10000,2011
C-704357,2013-09-21,Servicios Unidos,2544329,,,bench_norm_10000,2013
C-935927,2019-03-18,Servicios Unidos,5577271,,,bench_norm_10000,2019
C-976789,2011-02-24,Acme Corp,9041425,,,bench_norm_10000,2011
C-850154,2015-07-06,Acme Corp,5299106,,,bench_norm_10000,2015
C-575369,2018-02-10,Acme Corp,8921742,,,bench_norm_10000,2018
C-305010,2014-12-25,Global Supply,2371102,,,bench_norm_10000,2015
C-683094,2011-11-02,Marina Holdings,6608676,,,bench_norm_10000,2012
C-070445,2018-06-20,Tech Solutions,802812,,,bench_norm_10000,2018
C-280128,2013-06-14,Bajos LLC,300005,,,bench_norm_10000,2013
C-231760,2015-01-04,Bajos LLC,7380486,,,bench_norm_10000,2015
C-284387,2013-03-18,Island Builders,1129180,,,bench_norm_10000,2013
C-524339,2011-08-31,Construcciones PR,5519768,,,bench_norm_10000,2011
C-108462,2019-04-02,Servicios Unidos,1903681,,,bench_norm_10000,2019
C-865372,2013-08-28,Universal Contractors,5517451,,,bench_norm_10000,2013
C-987770,2019-06-24,Bajos LLC,9435311,,,bench_norm_10000,2019
C-850209,2015-06-26,Global Supply,3823822,,,bench_norm_10000,2015
C-715771,2014-02-22,Marina Holdings,9437777,,,bench_norm_10000,2014
C-594281,2014-02-12,Servicios Unidos,5660428,,,bench_norm_10000,2014
C-181804,2011-03-27,Bajos LLC,6696765,,,bench_norm_10000,2011
C-054558,2017-11-19,Construcciones PR,906021,,,bench_norm_10000,2018
C-342331,2013-05-11,Global Supply,374863,,,bench_norm_10000,2013
C-235320,2011-09-11,Global Supply,622165,,,bench_norm_10000,2011
C-515616,2010-03-17,Servicios Unidos,4378569,,,bench_norm_10000,2010
C-700159,2014-10-26,Marina Holdings,467310,,,bench_norm_10000,2015
C-484902,2013-01-18,Global Supply,1285322,,,bench_norm_10000,2013
C-900382,2017-03-20,Island Builders,6365278,,,bench_norm_10000,2017
C-264632,2015-09-18,Island Builders,7888370,,,bench_norm_10000,2015
C-823104,2010-04-16,Acme Corp,6843939,,,bench_norm_10000,2010
C-000246,2012-04-27,Acme Corp,1516090,,,bench_norm_10000,2012
C-831344,2010-03-13,Universal Contractors,1772844,,,bench_norm_10000,2010
C-008485,2016-12-17,Construcciones PR,726643,,,bench_norm_10000,2017
C-493081,2014-04-22,Island Builders,2558762,,,bench_norm_10000,2014
C-021150,2013-12-30,Island Builders,1793170,,,bench_norm_10000,2014
C-761533,2019-05-26,Construcciones PR,4524180,,,bench_norm_10000,2019
C-033411,2019-03-08,Island Builders,2652927,,,bench_norm_10000,2019
C-403233,2014-04-25,Servicios Unidos,7371922,,,bench_norm_10000,2014
C-356558,2019-06-24,Construcciones PR,3398266,,,bench_norm_10000,2019
C-253552,2018-08-14,Bajos LLC,412697,,,bench_norm_10000,2018
C-425315,2018-08-28,Marina Holdings,5092275,,,bench_norm_10000,2018
C-616437,2012-03-20,Island Builders,8782467,,,bench_norm_10000,2012
C-257091,2015-04-30,Construcciones PR,5611761,,,bench_norm_10000,2015
C-327386,2010-11-30,Servicios Unidos,1606245,,,bench_norm_10000,2011
C-429545,2017-09-04,Universal Contractors,9554399,,,bench_norm_10000,2017
C-349322,2010-12-20,Universal Contractors,6775088,,,bench_norm_10000,2011
C-348382,2019-03-07,Construcciones PR,2819716,,,bench_norm_10000,2019
C-344752,2014-06-14,Acme Corp,3932781,,,bench_norm_10000,2014
C-245387,2019-05-27,Marina Holdings,501533,,,bench_norm_10000,2019
C-177469,2019-12-02,Bajos LLC,987176,,,bench_norm_10000,2020
C-498539,2015-02-28,Acme Corp,5557731,,,bench_norm_10000,2015
C-153170,2019-06-03,Bajos LLC,9455048,,,bench_norm_10000,2019
C-321165,2011-12-06,Construcciones PR,8160803,,,bench_norm_10000,2012
C-921067,2015-12-26,Global Supply,5522701,,,bench_norm_10000,2016
C-782627,2015-09-17,Marina Holdings,4485599,,,bench_norm_10000,2015
C-494124,2012-04-16,Global Supply,9343168,,,bench_norm_10000,2012
C-129181,2012-09-05,Construcciones PR,3485550,,,bench_norm_10000,2012
C-717213,2017-01-02,Universal Contractors,5371811,,,bench_norm_10000,2017
C-002170,2018-08-02,Servicios Unidos,3957412,,,bench_norm_10000,2018
C-822084,2012-01-07,Universal Contractors,9426880,,,bench_norm_10000,2012
C-905848,2010-01-15,Construcciones PR,1626662,,,bench_norm_10000,2010
C-735194,2016-09-15,Marina Holdings,87980,,,bench_norm_10000,2016
C-858485,2012-12-03,Acme Corp,2453027,,,bench_norm_10000,2013
C-243772,2011-07-25,Construcciones PR,128031,,,bench_norm_10000,2011
C-134729,2010-04-01,Tech Solutions,7118946,,,bench_norm_10000,2010
C-771550,2011-12-15,Island Builders,3194599,,,bench_norm_10000,2012
C-375616,2012-04-01,Marina Holdings,3496281,,,bench_norm_10000,2012
C-100106,2011-09-10,Acme Corp,4009881,,,bench_norm_10000,2011
C-106359,2019-10-25,Acme Corp,5452734,,,bench_norm_10000,2020
C-852981,2012-11-01,Tech Solutions,2708638,,,bench_norm_10000,2013
C-150638,2011-08-19,Bajos LLC,1775125,,,bench_norm_10000,2011
C-918124,2018-10-17,Tech Solutions,9669840,,,bench_norm_10000,2019
C-468873,2014-11-28,Servicios Unidos,7313916,,,bench_norm_10000,2015
C-015738,2017-10-15,Universal Contractors,9130675,,,bench_norm_10000,2018
C-822314,2014-08-23,Servicios Unidos,5105262,,,bench_norm_10000,2014
C-342308,2012-05-19,Bajos LLC,9136509,,,bench_norm_10000,2012
C-792878,2015-11-21,Marina Holdings,2441169,,,bench_norm_10000,2016
C-317527,2013-06-23,Acme Corp,6310591,,,bench_norm_10000,2013
C-452390,2019-04-28,Island Builders,7691141,,,bench_norm_10000,2019
C-631352,2015-02-24,Global Supply,684521,,,bench_norm_10000,2015
C-957002,2016-01-14,Universal Contractors,4444475,,,bench_norm_10000,2016
C-952453,2017-08-20,Universal Contractors,2997479,,,bench_norm_10000,2017
C-358255,2018-04-30,Bajos LLC,9433891,,,bench_norm_10000,2018
C-297490,2019-04-04,Tech Solutions,641818,,,bench_norm_10000,2019
C-420934,2015-12-10,Servicios Unidos,7677800,,,bench_norm_10000,2016
C-631138,2015-03-30,Servicios Unidos,1303966,,,bench_norm_10000,2015
C-395875,2014-03-24,Global Supply,7280069,,,bench_norm_10000,2014
C-251250,2015-09-08,Bajos LLC,8441041,,,bench_norm_10000,2015
C-515939,2010-04-20,Universal Contractors,9015920,,,bench_norm_10000,2010
C-676882,2010-12-05,Tech Solutions,3377924,,,bench_norm_10000,2011
C-041333,2016-05-19,Universal Contractors,6789969,,,bench_norm_10000,2016
C-393557,2016-08-19,Servicios Unidos,8611188,,,bench_norm_10000,2016
C-752158,2012-09-18,Tech Solutions,7184845,,,bench_norm_10000,2012
C-048307,2017-08-29,Servicios Unidos,2171336,,,bench_norm_10000,2017
C-210198,2019-05-23,Acme Corp,8394647,,,bench_norm_10000,2019
C-774427,2012-11-28,Acme Corp,8845774,,,bench_norm_10000,2013
C-435954,2014-09-29,Servicios Unidos,1405193,,,bench_norm_10000,2014
C-743186,2019-07-12,Universal Contractors,1714382,,,bench_norm_10000,2019
C-236502,2012-07-09,Servicios Unidos,1089619,,,bench_norm_10000,2012
C-321538,2012-04-20,Bajos LLC,9921481,,,bench_norm_10000,2012
C-022693,2013-11-02,Bajos LLC,9325706,,,bench_norm_10000,2014
C-628593,2017-11-01,Acme Corp,1153666,,,bench_norm_10000,2018
C-385672,2010-04-24,Construcciones PR,7694517,,,bench_norm_10000,2010
C-769581,2010-11-08,Construcciones PR,1643666,,,bench_norm_10000,2011
C-858205,2014-04-16,Marina Holdings,9650210,,,bench_norm_10000,2014
C-710788,2019-05-21,Universal Contractors,566136,,,bench_norm_10000,2019
C-293920,2010-10-12,Tech Solutions,6918067,,,bench_norm_10000,2011
C-718810,2010-05-10,Acme Corp,5940667,,,bench_norm_10000,2010
C-274257,2015-11-25,Island Builders,189589,,,bench_norm_10000,2016
C-957690,2015-06-22,Universal Contractors,3651257,,,bench_norm_10000,2015
C-557266,2016-08-20,Tech Solutions,782898,,,bench_norm_10000,2016
C-093558,2010-10-22,Construcciones PR,9184009,,,bench_norm_10000,2011
C-073525,2012-11-27,Bajos LLC,1259691,,,bench_norm_10000,2013
C-964896,2013-12-20,Bajos LLC,3807832,,,bench_norm_10000,2014
C-176040,2013-06-08,Tech Solutions,5697039,,,bench_norm_10000,2013
C-839307,2011-12-18,Universal Contractors,7318577,,,bench_norm_10000,2012
C-544158,2014-09-21,Acme Corp,6462799,,,bench_norm_10000,2014
C-110493,2012-04-03,Acme Corp,1710421,,,bench_norm_10000,2012
C-915651,2012-02-24,Tech Solutions,8234334,,,bench_norm_10000,2012
C-764222,2014-04-28,Servicios Unidos,3469903,,,bench_norm_10000,2014
C-953977,2016-04-17,Tech Solutions,4279920,,,bench_norm_10000,2016
C-209634,2016-08-07,Bajos LLC,7939269,,,bench_norm_10000,2016
C-015622,2012-08-01,Acme Corp,8172336,,,bench_norm_10000,2012
C-087006,2011-09-04,Global Supply,4726458,,,bench_norm_10000,2011
C-359779,2017-05-22,Construcciones PR,3729393,,,bench_norm_10000,2017
C-586796,2016-01-20,Island Builders,4547998,,,bench_norm_10000,2016
C-147226,2014-03-19,Marina Holdings,3368427,,,bench_norm_10000,2014
C-034373,2010-03-30,Construcciones PR,2998164,,,bench_norm_10000,2010
C-698373,2015-10-16,Global Supply,9584782,,,bench_norm_10000,2016
C-239707,2015-12-01,Bajos LLC,4782597,,,bench_norm_10000,2016
C-809252,2019-05-27,Bajos LLC,8381153,,,bench_norm_10000,2019
C-544299,2016-06-14,Servicios Unidos,8236898,,,bench_norm_10000,2016
C-631138,2015-03-28,Marina Holdings,2378074,,,bench_norm_10000,2015
C-326593,2010-08-18,Acme Corp,4575526,,,bench_norm_10000,2010
C-218671,2015-03-26,Tech Solutions,6677453,,,bench_norm_10000,2015
C-826492,2011-05-06,Marina Holdings,1939215,,,bench_norm_10000,2011
C-774346,2010-05-01,Global Supply,3029589,,,bench_norm_10000,2010
C-562737,2018-01-03,Bajos LLC,3881704,,,bench_norm_10000,2018
C-168921,2013-01-23,Servicios Unidos,7410474,,,bench_norm_10000,2013
C-124104,2019-01-18,Acme Corp,1798955,,,bench_norm_10000,2019
C-630121,2015-09-24,Universal Contractors,8229693,,,bench_norm_10000,2015
C-846657,2015-11-26,Bajos LLC,1550985,,,bench_norm_10000,2016
C-492099,2010-09-26,Global Supply,3168071,,,bench_norm_10000,2010
C-566886,2018-08-26,Acme Corp,3281868,,,bench_norm_10000,2018
C-829245,2015-05-18,Island Builders,4966246,,,bench_norm_10000,2015
C-593552,2010-08-25,Universal Contractors,4215506,,,bench_norm_10000,2010
C-904978,2012-12-15,Construcciones PR,9563596,,,bench_norm_10000,2013
C-996022,2012-05-13,Universal Contractors,2981080,,,bench_norm_10000,2012
C-466400,2019-04-18,Acme Corp,193427,,,bench_norm_10000,2019
C-646061,2012-04-20,Tech Solutions,9555583,,,bench_norm_10000,2012
C-474127,2018-03-27,Global Supply,6984784,,,bench_norm_10000,2018
C-751237,2018-09-26,Island Builders,3438889,,,bench_norm_10000,2018
C-299745,2015-01-25,Construcciones PR,9647580,,,bench_norm_10000,2015
C-423292,2011-02-25,Servicios Unidos,5140022,,,bench_norm_10000,2011
C-566094,2011-12-05,Island Builders,6637490,,,bench_norm_10000,2012
C-155303,2014-04-15,Construcciones PR,434294,,,bench_norm_10000,2014
C-385219,2013-06-11,Universal Contractors,2449932,,,bench_norm_10000,2013
C-747162,2014-09-02,Island Builders,902482,,,bench_norm_10000,2014
C-357748,2011-08-25,Servicios Unidos,43871,,,bench_norm_10000,2011
C-787089,2016-02-05,Island Builders,1255325,,,bench_norm_10000,2016
C-937501,2012-12-07,Marina Holdings,4775890,,,bench_norm_10000,2013
C-051503,2011-05-05,Bajos LLC,1998516,,,bench_norm_10000,2011
C-564034,2011-07-18,Universal Contractors,2337398,,,bench_norm_10000,2011
C-532978,2014-09-24,Tech Solutions,2484629,,,bench_norm_10000,2014
C-119977,2019-09-24,Construcciones PR,474051,,,bench_norm_10000,2019
C-339234,2019-06-09,Bajos LLC,9272781,,,bench_norm_10000,2019
C-408189,2014-09-05,Acme Corp,6599769,,,bench_norm_10000,2014
C-676490,2015-01-16,Tech Solutions,3076423,,,bench_norm_10000,2015
C-106797,2011-03-06,Construcciones PR,6454632,,,bench_norm_10000,2011
C-980481,2015-09-21,Marina Holdings,5418389,,,bench_norm_10000,2015
C-696094,2011-01-03,Island Builders,3608978,,,bench_norm_10000,2011
C-022184,2015-11-29,Bajos LLC,3818946,,,bench_norm_10000,2016
C-878594,2014-01-22,Marina Holdings,3994514,,,bench_norm_10000,2014
C-697876,2012-10-07,Island Builders,5891671,,,bench_norm_10000,2013
C-118821,2016-01-12,Tech Solutions,200828,,,bench_norm_10000,2016
C-065416,2011-12-11,Servicios Unidos,8207957,,,bench_norm_10000,2012
C-255703,2011-10-23,Bajos LLC,271318,,,bench_norm_10000,2012
C-757122,2012-09-21,Servicios Unidos,8959145,,,bench_norm_10000,2012
C-844563,2014-06-25,Universal Contractors,1485051,,,bench_norm_10000,2014
C-632599,2015-03-21,Universal Contractors,5714721,,,bench_norm_10000,2015
C-447392,2018-10-23,Acme Corp,898892,,,bench_norm_10000,2019
C-380107,2011-10-05,Tech Solutions,6348237,,,bench_norm_10000,2012
C-826264,2010-02-14,Island Builders,2370970,,,bench_norm_10000,2010
C-973207,2015-06-02,Bajos LLC,6860985,,,bench_norm_10000,2015
C-047229,2010-06-27,Island Builders,9310436,,,bench_norm_10000,2010
C-734365,2019-08-31,Servicios Unidos,6130334,,,bench_norm_10000,2019
C-161737,2010-08-01,Global Supply,9938507,,,bench_norm_10000,2010
C-362383,2014-06-19,Global Supply,5596931,,,bench_norm_10000,2014
C-039906,2011-06-08,Construcciones PR,2605041,,,bench_norm_10000,2011
C-384676,2019-05-12,Tech Solutions,1398642,,,bench_norm_10000,2019
C-456639,2016-04-23,Island Builders,3498548,,,bench_norm_10000,2016
C-671046,2011-11-24,Servicios Unidos,3194554,,,bench_norm_10000,2012
C-543791,2011-10-04,Island Builders,2250235,,,bench_norm_10000,2012
C-659509,2016-07-10,Tech Solutions,5433393,,,bench_norm_10000,2016
C-735988,2010-05-08,Global Supply,3330834,,,bench_norm_10000,2010
C-583874,2016-02-02,Acme Corp,5612777,,,bench_norm_10000,2016
C-724506,2015-01-16,Universal Contractors,8142480,,,bench_norm_10000,2015
C-376655,2015-02-22,Acme Corp,1489553,,,bench_norm_10000,2015
C-400236,2018-10-01,Universal Contractors,5581500,,,bench_norm_10000,2019
C-130115,2016-11-17,Universal Contractors,2535294,,,bench_norm_10000,2017
C-878851,2019-09-09,Bajos LLC,7599459,,,bench_norm_10000,2019
C-482879,2015-04-09,Universal Contractors,1757238,,,bench_norm_10000,2015
C-804354,2014-05-09,Acme Corp,7241545,,,bench_norm_10000,2014
C-957084,2013-05-03,Bajos LLC,354462,,,bench_norm_10000,2013
C-541613,2019-10-22,Universal Contractors,1553189,,,bench_norm_10000,2020
C-513426,2013-07-21,Bajos LLC,3345073,,,bench_norm_10000,2013
C-183514,2013-12-02,Island Builders,8491840,,,bench_norm_10000,2014
C-621619,2018-08-03,Servicios Unidos,7258895,,,bench_norm_10000,2018
C-711292,2011-04-23,Global Supply,8379214,,,bench_norm_10000,2011
C-210757,2015-10-20,Construcciones PR,2894998,,,bench_norm_10000,2016
C-985325,2011-07-20,Island Builders,2060983,,,bench_norm_10000,2011
C-346743,2012-02-16,Bajos LLC,2808760,,,bench_norm_10000,2012
C-239529,2014-10-09,Construcciones PR,4896733,,,bench_norm_10000,2015
C-812031,2014-06-06,Acme Corp,7231858,,,bench_norm_10000,2014
C-261969,2014-07-30,Tech Solutions,9054935,,,bench_norm_10000,2014
C-237546,2016-09-20,Universal Contractors,837401,,,bench_norm_10000,2016
C-651461,2013-06-20,Servicios Unidos,5778148,,,bench_norm_10000,2013
C-472309,2013-09-25,Global Supply,7263536,,,bench_norm_10000,2013
C-909724,2016-11-28,Global Supply,8955718,,,bench_norm_10000,2017
C-956137,2012-07-17,Servicios Unidos,5214482,,,bench_norm_10000,2012
C-635285,2011-04-01,Bajos LLC,7148329,,,bench_norm_10000,2011
C-269138,2013-10-29,Acme Corp,4735650,,,bench_norm_10000,2014
C-630854,2015-03-15,Universal Contractors,2598689,,,bench_norm_10000,2015
C-370948,2017-01-31,Bajos LLC,8545450,,,bench_norm_10000,2017
C-054009,2018-11-07,Island Builders,5737054,,,bench_norm_10000,2019
C-281819,2019-08-04,Servicios Unidos,9704704,,,bench_norm_10000,2019
C-550964,2018-08-23,Island Builders,4205083,,,bench_norm_10000,2018
C-030118,2013-01-20,Universal Contractors,6661724,,,bench_norm_10000,2013
C-017394,2010-12-10,Universal Contractors,6114748,,,bench_norm_10000,2011
C-777996,2019-08-11,Construcciones PR,45083,,,bench_norm_10000,2019
C-089730,2011-12-08,Bajos LLC,4836474,,,bench_norm_10000,2012
C-186431,2018-04-19,Construcciones PR,3322720,,,bench_norm_10000,2018
C-771530,2012-09-10,Marina Holdings,7766288,,,bench_norm_10000,2012
C-796905,2017-10-15,Bajos LLC,7284149,,,bench_norm_10000,2018
C-157839,2014-07-04,Global Supply,6703574,,,bench_norm_10000,2014
C-509331,2012-03-23,Universal Contractors,4459087,,,bench_norm_10000,2012
C-734977,2010-05-03,Servicios Unidos,7145126,,,bench_norm_10000,2010
C-798340,2019-03-31,Marina Holdings,2708731,,,bench_norm_10000,2019
C-354536,2013-06-30,Servicios Unidos,2739324,,,bench_norm_10000,2013
C-916162,2011-05-29,Island Builders,4484793,,,bench_norm_10000,2011
C-799196,2016-02-18,Marina Holdings,1850568,,,bench_norm_10000,2016
C-399650,2013-04-29,Bajos LLC,6155623,,,bench_norm_10000,2013
C-000911,2017-06-26,Construcciones PR,8265006,,,bench_norm_10000,2017
C-562818,2012-12-06,Island Builders,9503363,,,bench_norm_10000,2013
C-161424,2013-07-27,Bajos LLC,1513625,,,bench_norm_10000,2013
C-150429,2019-11-28,Acme Corp,441554,,,bench_norm_10000,2020
C-127478,2014-07-01,Tech Solutions,7059762,,,bench_norm_10000,2014
C-105822,2012-06-17,Island Builders,7135872,,,bench_norm_10000,2012
C-990971,2013-08-12,Tech Solutions,6167089,,,bench_norm_10000,2013
C-770224,2014-11-07,Universal Contractors,6268150,,,bench_norm_10000,2015
C-627418,2016-05-16,Construcciones PR,9363913,,,bench_norm_10000,2016
C-094023,2017-06-15,Acme Corp,5527148,,,bench_norm_10000,2017
C-695756,2016-12-26,Acme Corp,3700515,,,bench_norm_10000,2017
C-359158,2011-05-14,Construcciones PR,2681092,,,bench_norm_10000,2011
C-786772,2019-01-21,Global Supply,4366618,,,bench_norm_10000,2019
C-819703,2014-08-07,Marina Holdings,7448169,,,bench_norm_10000,2014
C-604674,2018-05-14,Servicios Unidos,4533847,,,bench_norm_10000,2018
C-497065,2013-03-25,Acme Corp,2769878,,,bench_norm_10000,2013
C-894462,2016-12-21,Servicios Unidos,7118490,,,bench_norm_10000,2017
C-032211,2011-12-12,Construcciones PR,6767199,,,bench_norm_10000,2012
C-961147,2015-06-24,Servicios Unidos,6201493,,,bench_norm_10000,2015
C-351873,2013-08-25,Bajos LLC,8491267,,,bench_norm_10000,2013
C-003853,2016-12-12,Acme Corp,2146400,,,bench_norm_10000,2017
C-844013,2017-10-18,Servicios Unidos,8448708,,,bench_norm_10000,2018
C-969360,2015-01-02,Global Supply,8123817,,,bench_norm_10000,2015
C-124911,2011-07-19,Universal Contractors,4998363,,,bench_norm_10000,2011
C-422073,2014-08-15,Bajos LLC,5029885,,,bench_norm_10000,2014
C-612570,2016-12-01,Servicios Unidos,9120575,,,bench_norm_10000,2017
C-597935,2015-12-15,Construcciones PR,6743922,,,bench_norm_10000,2016
C-975930,2010-08-05,Acme Corp,2551669,,,bench_norm_10000,2010
C-911032,2013-09-07,Marina Holdings,9466666,,,bench_norm_10000,2013
C-058219,2017-02-13,Servicios Unidos,6452561,,,bench_norm_10000,2017
C-002589,2018-10-31,Island Builders,1669710,,,bench_norm_10000,2019
C-236737,2017-09-24,Universal Contractors,1213986,,,bench_norm_10000,2017
C-843082,2011-09-05,Island Builders,7036100,,,bench_norm_10000,2011
C-137838,2012-09-03,Universal Contractors,960587,,,bench_norm_10000,2012
C-581750,2019-10-04,Acme Corp,4597239,,,bench_norm_10000,2020
C-947897,2012-12-19,Marina Holdings,9423082,,,bench_norm_10000,2013
C-590907,2010-10-17,Construcciones PR,9530742,,,bench_norm_10000,2011
C-499415,2012-01-14,Acme Corp,1255028,,,bench_norm_10000,2012
C-985183,2012-03-28,Universal Contractors,4847861,,,bench_norm_10000,2012
C-166185,2013-09-06,Global Supply,6215896,,,bench_norm_10000,2013
C-192385,2017-05-30,Tech Solutions,8846586,,,bench_norm_10000,2017
C-585306,2010-04-23,Marina Holdings,6373872,,,bench_norm_10000,2010
C-168344,2012-03-21,Servicios Unidos,5558838,,,bench_norm_10000,2012
C-173020,2012-04-06,Marina Holdings,8702324,,,bench_norm_10000,2012
C-387047,2017-03-31,Global Supply,3990017,,,bench_norm_10000,2017
C-248147,2015-04-07,Construcciones PR,6910547,,,bench_norm_10000,2015
C-228162,2015-05-21,Acme Corp,9580801,,,bench_norm_10000,2015
C-037714,2017-11-02,Universal Contractors,9155247,,,bench_norm_10000,2018
C-089446,2017-02-09,Bajos LLC,7966855,,,bench_norm_10000,2017
C-140870,2016-08-23,Universal Contractors,3163768,,,bench_norm_10000,2016
C-751202,2019-12-22,Construcciones PR,8298296,,,bench_norm_10000,2020
C-641078,2011-01-24,Servicios Unidos,6195755,,,bench_norm_10000,2011
C-360418,2014-10-12,Global Supply,7627286,,,bench_norm_10000,2015
C-820280,2014-12-25,Bajos LLC,5053730,,,bench_norm_10000,2015
C-805711,2014-06-09,Island Builders,8381137,,,bench_norm_10000,2014
C-983117,2012-10-24,Island Builders,8639694,,,bench_norm_10000,2013
C-576539,2010-12-08,Acme Corp,5128353,,,bench_norm_10000,2011
C-112549,2013-05-16,Universal Contractors,692378,,,bench_norm_10000,2013
C-233404,2010-04-12,Acme Corp,5702647,,,bench_norm_10000,2010
C-088204,2018-04-22,Servicios Unidos,8222555,,,bench_norm_10000,2018
C-153836,2010-08-10,Bajos LLC,9550398,,,bench_norm_10000,2010
